correct,wrong
restaurant,restrauent
interchangeably,interchangably
affectionately,affectinatly
partner,partener
achievements,acheivments
opportunities,opporunities
unanimous,uniamimus
approximations,appoximations
involvement,involvment
debate,debait
comparatively,comparativeally
rheumatism,rehematisem
attorney,atorney
order,oredr
undoubtedly,undoubtavely
ordered,orderd
valletta,valetta
recommendation,reconmendation
easier,easer
vacancies,vacantuncies
regretted,regretite
economic,econimic
recommendations,recommdations
contented,contened
approximately,approxonately
forever,forevere
ordinarily,ordinariarly
discipline,disiplin
hung,hunge
annum,annumn
modern,morden
ascertained,acsertained
miscellaneous,miselaneous
inefficient,innefficient
fasten,fasen
explanation,explaination
completion,compeltion
treasure,tresure
redecoration,redecoraton
trilby,trillby
exists,eists
inconvenienced,inconviencect
congratulations,congralutaions
rocks,roks
allotment,alot_ment
authority,athority
extraordinary,extrordary
procedure,proceedures
dimensions,dimenions
research,resarc
talking,talkig
annual,anual
ethos,ethose
endeavour,endevor
hopeless,hopless
preferred,prefered
privilege,prividleged
round,arond
spacecraft,spacecrawf
accrued,accruded
mysterious,mustrious
into,in_two
climbed,climed
refreshment,refrshment
particular,particuliar
dangerous,dagerous
morning,monig
mortgage,morgagde
irresistibly,iresistibly
apology,appoligy
recognition,recondintion
fraternally,fratrunaly
initiation,iniation
federal,fedral
interested,intertesd
niagara,niagra
familiar,falmilar
accomplished,acomplished
exactly,excatly
representatives,repersentive
clinic,klinic
aeroplane,aeoroplane
pressure,presure
coast,caost
girls,girles
diamond,dimond
understanding,under_standing
scraping,scaping
imitation,imtation
homesick,homsick
eventually,eventualy
dart,darte
benediction,bendecition
plan,plean
canonical,cannonical
unparalleled,unparalleld
fruit,frute
individual,indiviual
courtesy,courties
negotiations,negogations
expenditure,expeniture
negotiations,negotiatetions
vertical,verticle
appreciate,apreioate
specimens,specumens
assembly,asemnly
disappear,disapear
taking,takeing
temperature,tempature
freeze,freze
biscuits,buiscit
junior,jounir
concentrate,concetrate
successful,sucsful
whether,wheather
foresight,forsight
magnificent,magnifocent
anomalous,anomalus
thrown,thron
holiday,holliday
controversy,controvesey
specific,spcific
cancellation,canclation
crossing,crosing
plaintiff,plantiff
guarantee,guarnantee
writer,writter
visited,vissited
bored,bourd
criticism,critism
continuous,continuos
certificates,ceriticate's
rising,rizing
adopted,addopted
advisable,adviseable
decidedly,dedidely
shown,hown
earth,erth
successful,succesfull
beginning,begginning 
principles,prinicpales
depot,depo
efficient,efficienct
exists,exisits
countenance,contenance
guardian,gaurdian
acquainted,aquainted
shattered,shaterd
bungalow,bundgallow
strenuous,strenouos
opportunities,oppretunities
comprehensive,comphrehensive
young,yorug
bullet,bulet
undoubtedly,undoubtel
variable,varable
possible,pissible
always,all_ways
proportions,proprtions
strenuous,strenuis
only,lonly
wouldn't,woulden't
goose,gose
anticipation,antiscipation
freezing,fireazeing
past,parst
restaurant,restaraunt
materially,materily
mother,moter
successfully,sucesfuly
instruments,insturuments
their,theri
ability,abilitey
stolen,stolern
shields,sheilds
story,sorty
facilitated,faciliated
plus,pluse
understanding,undestanding
kindness,kind_ness
fraternally,furternally
peninsula,pennisula
satisfy,satifly
apologized,appologised
summerhouse,summer_house
burden,birden
pitch,pich
increasing,incesing
walking,waulking
consider,consdider
spacecraft,space_craf
especially,especily
actually,acctually
buggy,bugy
analysis,analazyis
pneumonia,phnemonia
specimens,spicemens
directly,direcyly
arrangement,arangement
miscellaneous,micellaous
picturesque,pictureosque
explained,expaine
writings,writtings
disappears,dissappears
immigrant,imigrant
grammatically,gramatically
psychology,pschycology
accustomed,acusstomed
spiritual,sprirtual
vulgar,vulgare
spiritual,spiritiaul
toboggan,tobogane
adjourned,adjurned
anniversary,aniversy
nearly,nery
orchestra,orchesta
unparalleled,unparalelled
captain,capitan
endorsement,endorsment
thorough,threough
schemes,schems
knowing,noing
damaged,damadge
expenditure,expenditur
exquisite,exquiste
spiritual,spitrial
begin,beggin
refrigerator,refriguerator
referring,referrings
unemployed,enumployed
successful,succsesful
middle,middal
choosing,chosing
fought,fougth
biscuits,bicuths
designed,dessigned
sympathetic,symthetic
appetite,apptitate
monotonous,monotinous
amateur,amatuer
commission,comission
conscious,counisius
confirmation,confurmation
fulfill,fullfill
consumer,consummer
occasionally,ocassionally
courtesies,courtiesies
exponentially,exponentualy
proclaimed,proclamed
work,worke
documented,doccumented
disappointment,dissiapointmente
cream,crem
catalogues,catlogue
indefinite,indefinit
efficiency,eficeincy
fascinating,fiascinating
latest,latestest
originally,orginially
initial,intial
secondly,secondy
surrounded,srounded
flourish,fluorish
appearance,apperance
dying,deying
caned,cained
nouveau,noveau
grease,gres
unusually,unusaully
conveniently,convienintly
acquired,aquired
amiable,aminable
primary,primarly
representatives,representivies
proposition,propostion
beginning,begining
build,bild
voucher,vouch-her
unanimous,unanimuss
instruments,insturments
controlling,controling
economics,eeconomemic
certainly,certionly
altimeter,alilmeter
increasingly,increasinly
learning,learining
auditorium,auditorim
apparently,appearentaly
orientated,orentated
receiver,receover
permanently,perimently
problem,probelm
continuous,contunious
achieving,acheiving
better,beter
original,orriginal
makes,mkaes
jobcentre,job-center
greatly,grately
surrounding,surounding
psychology,sycology
scheduled,scheluded
jurisdiction,juridiction
courtesies,courtesesies
conscious,consciouse
continuous,continuaous
beautiful,buteiful
include,includ
taste,tayste
enthusiastic,entusiastic
elephant,elphant
poetry,poerty
quiescent,quiscent
surrounded,suround
rheumatism,rhumism
anxious,axious
controversy,conterversty
fundamental,fundmental
connived,conived
completion,competion
curiosity,churisoty
affidavit,affidate
because,becuse
recognition,reconition
amendment,admendment
temperature,tempreature
course,cors
navy,navey
recognition,recogmition
broad,broard
scenery,senery
confirmation,confornmation
accurate,acurate
should,sould
remember,remmember
having,hvaing
before,be_for
friend,freind
catalogues,catalogueds
dearest,derest
linen,linnen
people,poeple
between,beetween
unfortunately,unfortinatly
communicate,commuicat
conscientious,conseious
performed,performes
owned,oned
cancelling,cancling
necessarily,nessarly
temporarily,temporarolly
refreshment,urfreshment
anticipating,anticpating
bankruptcy,bankrupcy
communities,comminites
suggestion,sugestion
circling,cicleing
rheumatism,rheuatism
amiable,amibiable
always,alway's
irritable,iritable
economical,ecinomical
constraints,constaints
story,stort
proceedings,procedings
fierce,feirce
delivered,delered
principles,principls
pamphlets,pamphleots
became,becamae
enthusiasm,enfusiasem
efforts,effots
fearful,fearfull
recommended,recommened
reasonably,reasinably
busy,bussy
arrangements,arangments
report,repport
construction,constuction
explained,expaned
refreshment,refreeshment
tooth,toth
magnificent,magicent
mountainous,moutain
searched,sheched
recognition,recgonition
conscientious,concientous
development,developement
shining,shineing
occasionally,occasionaly
executive,exectutive
inconvenienced,inconviencied
suppress,supress
silver,siver
enthusiastic,enthuiastic
courses,coursecs
documents,docunents
nonprofessional,nonproffessional
judgement,judment
indefinitely,indefnitely
robbers,robberys
appoint,apoint
prevent,pervent
countenance,countanience
classrooms,clarooms
gallery,gallerey
anxiety,anxiciety
memorandum,memorandumm
class,clars
transferred,transferr
bigger,biger
receiver,reciever
natural,natrual
controversy,controversary
distinguished,distingished
quiet,qtuie
experience,exspence
morning,moring
tournament,tourament
approval,aprovale
wonderful,wondrful
galvanized,galvantized
sometime,somtime
height,heigth
suitable,suitabul
maintenance,maintance
scribbling,scribling
archaeologist,archeaologist
alive,allieve
bungalow,bungallo
cricket,crickt
setting,seting
primary,priamay
bathtub,bath_tub
physician,phycisian
appointment,apointment
fortune,fourtune
strong,strog
union,unioun
watch,whatch
dream,drem
designed,diesined
controversy,contriversy
possibilities,possiblities
fifteen,fiften
recommendation,recomnadation
approximately,approxinatly
whether,whetherr
apparent,apprent
loud,lould
thing,thign
courteous,courours
necessarily,nessecarily
reference,referrence
incorporated,incorporatd
hardly,hardley
sympathetic,symphatic
continent,contininent
duchess,dutchess
progress,proggress
parallel,parallellel
pasture,pastur
solemn,soloem
enquire,enquir
becoming,becomming
glowed,gowed
damage,dameage
isn't,isen't
election,ellection
unfortunately,unfortuneately
hypocrite,hypocrit
exceeded,excedded
enthusiasm,enthusiasem
enthusiasm,enthusasam
government,goberment
burned,burnd
successful,sucesful
beauty,bueaty
attention,attentin
pattern,patern
chairman,chariman
perceive,perceiv
because,becuase
mountainous,mounteanouse
enthusiastic,entheusastic
geometry,gemerotry
credit,creadit
economics,ecomices
beautiful,betful
beautiful,beutifully
approval,aproval
materially,materly
indefinite,indeffinite
beautiful,beiatiful
badges,bages
classmates,class_mates
unparalleled,umparralled
museum,muusem
remember,remener
approximate,aproximate
female,femail
souvenir,souvenier
mortgage,morgages
cartridges,cartriges
whistling,whislting
training,taning
spiritual,spiritul
medicine,medicin
initiation,immitation
knocked,knoked
peaches,peches
auditorium,autorum
bungalow,bunaglo
rule,rulle
this,thhis
dragged,draged
disappointment,disppointment
good-tempered,good-temper
maybe,may_be
etiology,eitiology
committee,comitte
municipality,muncipality
separate,seprate
bodyguard,body_gaurd
bossy,bosy
refreshment,reffreshment
really,arealy
anointing,annointing
consummated,consumated
equipped,equpped
canisters,cannisters
unilateral,unilatreal
connect,conect
agencies,aggentecies
miscellaneous,miscellianeous
suspicion,suspicoun
drink,drik
geometry,geometery
shape,shap
emission,emision
pride,prid
definitely,definatily
enthusiastic,enthuastic
participle,participal
specimens,specimends
someone's,some_ones
appropriate,approrait
dealt,delt
refreshment,refresment
tramp,tranp
attempts,attemts
anywhere,anyhwere
guerillas,guerrilas
when,whern
sacrilegious,sackraligious
purple,purpal
myself,my-self
spontaneously,spontaneos
sufficiently,siffeicently
ourselves,our_selves
seized,siezed
adjourned,ajourned
miscellaneous,miscellianous
occasionally,occoasionally
gradually,graudilly
weight,weght
inevitable,inevatible
refreshment,refesment
affidavit,affidatet
mathematics,mathmetic
accuracy,acuracy
entry,netry
headmaster,hedmaster
phone,phome
elementary,eletermentry
friday,firday
commissioner,comisioner
surrounds,surounds
approaching,aproshing
convalescence,convalensce
guessed,gussed
requesting,recquseing
cutoff,cutf
pursued,presued
conversely,conversly
behind,behide
arrangements,araingments
decidable,decideable
severely,severley
amongst,amoungst
collateral,coolatteral
whose,whos
harassment,harasment
politician,polictian
magnificent,magifce
lonely,lonley
millennium,milenium
other,othuer
needlework,needleen_work
dark,darrk
transcending,trancending
guerrillas,guerrilas
stirrups,stirups
approximately,approxmately
tournament,atournament
authorize,authorise
edge,edege
originally,origially
ceased,cesed
eventually,evidentially
annoyance,announance
specimen,spiecmen
recognition,recomigtion
imitated,immitated
improve,inprove
sympathetic,symphathetic
emotional,emothional
savagely,savagly
evidently,evidentally
half,hailf
friend,frenid
redesign,redign
moisture,mosture
courses,cours
employees,employeies
like,liuke
test,tesst
walking,wakking
materially,matiallity
vinaigrette,vinagarette
signature,siginture
wants,wans
pantry,pantrey
neighboring,neigbouring
receipt,recet
partial,partical
poems,poemas
refrigerator,refreigator
brief,brieff
allotment,alottment
comeback,comback
collateral,colelatral
attend,atend
gorgeous,gorgeus
chemistry,chemsitry
detail,detaile
distinguishing,distingishing
back,brack
culminating,culiminating
withdrawal,withdrawl
sympathetic,syphmathetics
build,biuld
experts,expet's
proceeding,proceding
refreshment,rerreshment
enthusiasm,entheuiasm
jack-knife,jacknife
street,seet
twenty,tewenty
input,inut
exists,existes
fails,failes
staying,staing
subtraction,substraction
probably,probaby
frozen,frosen
extraordinary,extraordunary
received,recivd
approximately,aproxiatly
integrated,intergrated
agencies,agentcies
accompany,acompany
debate,debat
embarrassed,embaresed
beneath,benarth
entrance,entranc
incidentally,indently
countenance,countance
unanimous,unanouis
behind,be_hind
tomboy,tom-boy
spiritual,spirlial
fiend,feind
millionaire,millionnaire
enjoy,enjoiy
autobiographic,authobiographic
tome,tiome
unusually,usualy
financial,finacial
buying,buyin
attic,atic
tournament,tournanent
tonight,tongiht
completion,commpletion
enthusiasm,enthusiasome
special,speccial
room-mate,roomate
eventually,evetually
recognition,recongition
pretend,pretaned
talked,talekd
asymmetrical,assymmetrical
loving,loveing
documentation,documtations
economics,ecomatics
anniversary,aniverserary
procedure,procceedure
fascinating,facination
serious,serius
kaleidoscope,kaliedoscope
classes,classe's
doing,doign
disappointed,disapointed
privileges,priviledges
wretched,wreched
desperately,despratly
comparison,comparision
requesting,resqueting
opened,openend
trotting,roting
socks,scoks
occupied,ocupied
innocent,inoccent
usurious,usurous
grammatically,grammaticaly
calculate,calulate
special,speil
mistress,misstress
countries,contries
incidentally,incidentlly
convalescence,convelasence
house,hosen
practical,practicle
